CHROM	POS	area	nonzero sites	target depth	max depth	mean	shape
chr9	19774303	6488	232	61	61	27.966	0.121
chr8	2453387	8985	272	81	86	33.033	0.121
chr7	74200444	6051	224	50	55	27.013	0.121
chr6	19451736	7060	242	62	62	29.174	0.121
chr5	83585668	6077	224	56	57	27.129	0.121
chr5	66157407	8341	263	81	84	31.715	0.121
chr4	82370402	11233	305	94	96	36.830	0.121
chr4	52221710	4975	203	37	50	24.507	0.121
chr4	101710918	6417	230	59	59	27.900	0.121
chr3	74744527	11506	308	86	93	37.357	0.121
chr3	56669876	7051	241	64	68	29.257	0.121
chr3	18950150	5981	222	47	53	26.941	0.121
chr28	10227919	5639	216	53	53	26.106	0.121
chr26	16393291	3460	169	33	35	20.473	0.121
chr26	14194538	6845	238	59	64	28.761	0.121
chr23	48959734	5998	223	56	58	26.897	0.121
chr2	11877443	6828	238	64	66	28.689	0.121
chr17	36297177	4364	190	43	45	22.968	0.121
chr16	59271824	7678	252	59	65	30.468	0.121
chr1	50732048	6472	231	61	62	28.017	0.121
chr13	66415469	3260	164	35	35	19.878	0.121
chr13	47915617	5081	205	44	52	24.785	0.121
chr12	46802917	7995	257	73	76	31.109	0.121
chr10	1612314	6201	226	60	60	27.438	0.121
chr9	94274846	7162	244	65	70	29.352	0.120
chr8	43163467	11705	312	112	119	37.516	0.120
chr8	101251864	5566	215	56	56	25.888	0.120
chr5	32983740	5926	222	57	60	26.694	0.120
chr5	110435581	7704	253	63	72	30.451	0.120
chr4	26236698	8292	263	73	76	31.529	0.120
chr3	12709853	8778	271	77	80	32.391	0.120
chr28	18780602	8547	267	77	77	32.011	0.120
chr2	66817392	6738	237	62	66	28.430	0.120
chr2	125175093	5594	216	54	54	25.898	0.120
chr19	6999085	6187	227	48	59	27.256	0.120
chr17	16817560	8017	259	86	86	30.954	0.120
chr17	15660191	5617	216	53	53	26.005	0.120
chr17	11971464	5540	215	55	56	25.767	0.120
chr16	36517261	6444	232	52	60	27.776	0.120
chr14	46959845	5681	218	50	60	26.060	0.120
chr11	66153625	7446	249	69	74	29.904	0.120
chr8	8953353	4252	189	41	43	22.497	0.119
chr8	80184284	8112	261	71	71	31.080	0.119
chr8	48834656	7680	254	73	74	30.236	0.119
chr8	104340544	5555	216	54	54	25.718	0.119
chr7	8491849	4956	204	47	47	24.294	0.119
chr7	80573480	4331	191	42	42	22.675	0.119
chr7	59447779	6361	231	57	59	27.537	0.119
chr7	26855416	4058	185	39	40	21.935	0.119
chr6	117207345	4755	200	50	52	23.775	0.119
chr5	70897602	5531	216	51	52	25.606	0.119
chr4	106344887	5383	213	54	54	25.272	0.119
chr26	42033313	5913	223	48	57	26.516	0.119
chr26	13078409	9433	282	81	89	33.450	0.119
chr21	42495251	7490	251	68	75	29.841	0.119
chr18	16968931	5669	218	53	54	26.005	0.119
chr17	446791	7088	244	59	68	29.049	0.119
chr1	74197804	8771	271	73	86	32.365	0.119
chr16	66892698	7355	249	67	70	29.538	0.119
chr16	45189488	6218	229	62	64	27.153	0.119
chr14	49060549	5353	212	44	46	25.250	0.119
chr13	17064168	7507	251	74	76	29.908	0.119
chr12	91057878	6812	239	65	66	28.502	0.119
chr12	30483443	6282	230	61	61	27.313	0.119
chr12	16518472	8184	262	68	69	31.237	0.119
chr12	14944030	2721	151	30	30	18.020	0.119
chr10	9558766	6290	230	61	61	27.348	0.119
chr9	86310625	5783	221	51	54	26.167	0.118
chr7	82380362	6475	234	73	75	27.671	0.118
chr6	9148723	3576	174	38	38	20.552	0.118
chr6	13185891	4959	205	48	53	24.190	0.118
chr5	88776642	4390	193	44	44	22.746	0.118
chr4	8069393	6193	229	61	63	27.044	0.118
chr4	44952453	3378	169	33	34	19.988	0.118
chr29	24965663	5543	217	52	56	25.544	0.118
chr28	20759390	6424	233	57	61	27.571	0.118
chr2	65969722	4225	189	31	41	22.354	0.118
chr26	22016379	8635	271	75	82	31.863	0.118
chr2	48154121	6801	240	58	62	28.337	0.118
chr24	12775554	6694	238	60	61	28.126	0.118
chr22	7385039	2992	159	27	28	18.818	0.118
chr22	57730807	3945	183	36	37	21.557	0.118
chr21	56348331	5817	222	51	54	26.203	0.118
chr18	26562049	5921	224	3	62	26.433	0.118
chr17	1398023	4118	187	39	42	22.021	0.118
chr17	11321563	8290	265	82	82	31.283	0.118
chr16	53578383	8241	264	70	78	31.216	0.118
chr15	15949174	4313	191	40	41	22.581	0.118
chr14	24524204	6350	232	60	65	27.371	0.118
chr1	37862757	6371	232	56	59	27.461	0.118
chr1	153085256	8765	272	83	85	32.224	0.118
chr1	147023885	9089	277	78	81	32.812	0.118
chr10	91236373	8229	264	60	74	31.170	0.118
chr8	35544963	3964	184	40	40	21.543	0.117
chr8	100873050	5881	224	57	57	26.254	0.117
chr7	59862112	4794	202	41	50	23.733	0.117
chr7	30261469	4043	186	34	39	21.737	0.117
chr6	99559663	5894	224	52	53	26.313	0.117
chr5	76956328	5611	219	51	55	25.621	0.117
chr4	90992279	4170	189	43	44	22.063	0.117
chr4	65480914	3735	179	37	37	20.866	0.117
chr3	79223534	6006	227	57	57	26.458	0.117
chr3	36393530	5211	211	50	52	24.697	0.117
chr28	40571834	3910	183	36	38	21.366	0.117
chr26	37441510	5125	209	45	49	24.522	0.117
chr2	63460234	6245	231	49	58	27.035	0.117
chr24	11311754	8625	271	74	78	31.827	0.117
chr22	42542094	5749	222	59	60	25.896	0.117
chr21	40591365	5116	209	45	49	24.478	0.117
chr21	32785004	5759	222	51	56	25.941	0.117
chr19	39412383	5190	211	49	49	24.597	0.117
chr18	9144267	7519	254	70	73	29.602	0.117
chr17	4347225	4360	193	43	44	22.591	0.117
chr17	15611408	6829	242	66	66	28.219	0.117
chr1	54460794	6426	234	58	59	27.462	0.117
chr14	20606099	5879	224	52	53	26.246	0.117
chr12	77388556	9931	291	81	93	34.127	0.117
chr12	48548889	4271	191	29	39	22.361	0.117
chr1	102307472	6993	244	60	64	28.660	0.117
chr9	104730149	5500	218	48	52	25.229	0.116
chr8	42775659	4590	199	45	47	23.065	0.116
chr6	72930337	6583	238	58	61	27.660	0.116
chr6	67049860	5097	210	49	52	24.271	0.116
chr6	30585870	7155	248	68	68	28.851	0.116
chr5	75599878	7011	246	61	62	28.500	0.116
chr4	47821590	5131	210	49	49	24.433	0.116
chr4	101584677	3642	177	30	37	20.576	0.116
chr27	34804109	5121	210	48	49	24.386	0.116
chr24	53038350	5352	215	53	57	24.893	0.116
chr2	37405655	5363	215	52	52	24.944	0.116
chr22	5600975	5304	214	51	53	24.785	0.116
chr21	11219293	8033	263	72	72	30.544	0.116
chr2	110642301	5226	212	44	50	24.651	0.116
chr20	9574407	5269	213	48	52	24.737	0.116
chr20	7571373	6269	232	60	61	27.022	0.116
chr19	41488859	8091	264	75	75	30.648	0.116
chr18	26970040	3478	173	32	36	20.104	0.116
chr16	78912225	7693	258	65	67	29.818	0.116
chr1	61530473	5015	208	47	49	24.111	0.116
chr13	48305309	5697	222	48	54	25.662	0.116
chr1	34584931	6960	245	53	58	28.408	0.116
chr12	38589297	5661	221	56	56	25.615	0.116
chr12	33535829	6731	241	58	63	27.929	0.116
chr12	15865285	3660	178	38	38	20.562	0.116
chr11	102673892	4643	200	42	43	23.215	0.116
chr1	107257058	6308	233	52	62	27.073	0.116
chr9	57658824	8045	264	74	74	30.473	0.115
chr9	54964533	6183	232	58	59	26.651	0.115
chr9	38732170	8549	273	81	82	31.315	0.115
chr7	8999720	5009	209	47	51	23.967	0.115
chr6	28777164	7568	256	68	68	29.562	0.115
chr6	27970285	7144	249	63	63	28.691	0.115
chr6	110864585	7987	263	72	72	30.369	0.115
chr5	93940506	5403	217	51	54	24.899	0.115
chr5	73632209	6761	242	63	67	27.938	0.115
chr5	31739927	7509	255	62	62	29.447	0.115
chr4	113642469	9292	284	85	85	32.718	0.115
chr4	101072502	4186	191	41	43	21.916	0.115
chr3	13148504	7922	262	78	80	30.237	0.115
chr26	6777352	6274	234	54	60	26.812	0.115
chr26	32644709	4584	200	45	45	22.920	0.115
chr24	44810377	4751	203	43	43	23.404	0.115
chr24	39694261	10252	298	84	90	34.403	0.115
chr22	12258333	6395	236	54	60	27.097	0.115
chr2	119489130	3056	163	36	36	18.748	0.115
chr20	40960671	5147	212	50	51	24.278	0.115
chr19	24426918	7102	249	64	65	28.522	0.115
chr18	29078436	4733	203	45	45	23.315	0.115
chr17	8690166	6042	229	56	60	26.384	0.115
chr17	67661531	4976	208	40	51	23.923	0.115
chr17	397661	4907	207	44	45	23.705	0.115
chr15	34946065	8916	278	76	76	32.072	0.115
chr1	36181743	4465	197	39	45	22.665	0.115
chr12	86560275	2988	161	31	31	18.559	0.115
chr1	157970915	5468	218	54	54	25.083	0.115
chr10	30852278	6608	240	58	64	27.533	0.115
chr10	20932670	6857	244	60	64	28.102	0.115
chr10	19017656	4508	198	49	50	22.768	0.115
chr9	51153578	5820	226	58	58	25.752	0.114
chr8	75203882	6003	229	57	62	26.214	0.114
chr8	45335031	5280	215	51	51	24.558	0.114
chr7	8078250	4822	206	39	44	23.408	0.114
chr7	73733232	6008	230	51	60	26.122	0.114
chr5	75461245	5695	224	53	55	25.424	0.114
chr5	53263966	6538	239	55	65	27.356	0.114
chr4	5032583	6314	235	63	67	26.868	0.114
chr4	24793042	2044	134	22	22	15.254	0.114
chr2	78872253	4039	188	40	40	21.484	0.114
chr27	13408991	6332	236	58	61	26.831	0.114
chr2	59237219	5218	214	43	49	24.383	0.114
chr25	14676884	7910	263	55	75	30.076	0.114
chr23	15907478	6003	229	55	57	26.214	0.114
chr23	13122317	5716	224	47	60	25.518	0.114
chr2	29335325	5334	216	49	51	24.694	0.114
chr20	9965584	7414	255	55	70	29.075	0.114
chr20	42804533	7279	253	64	65	28.771	0.114
chr20	14397420	4203	192	41	43	21.891	0.114
chr18	56797270	7297	253	63	63	28.842	0.114
chr18	22544249	7016	248	64	66	28.290	0.114
chr1	34562998	7919	263	71	71	30.110	0.114
chr13	29789118	4590	201	43	46	22.836	0.114
chr13	14923595	5211	214	41	52	24.350	0.114
chr1	105884829	8014	265	72	72	30.242	0.114
chr8	73415472	8203	269	71	72	30.494	0.113
chr8	111691425	4479	199	37	44	22.508	0.113
chr7	59077321	5267	216	55	55	24.384	0.113
chr6	48303391	8213	270	72	80	30.419	0.113
chr5	84191489	10309	302	87	87	34.136	0.113
chr4	74579012	8012	266	73	76	30.120	0.113
chr3	56705236	5654	224	50	50	25.241	0.113
chr3	44233219	6454	239	44	62	27.004	0.113
chr2	67700265	5488	220	56	56	24.945	0.113
chr23	49546827	4125	191	42	42	21.597	0.113
chr23	24873757	6194	234	58	58	26.470	0.113
chr2	30899388	7722	261	67	73	29.586	0.113
chr22	9165637	11372	317	90	97	35.874	0.113
chr2	12533968	3301	171	32	32	19.304	0.113
chr2	100407426	11180	315	105	111	35.492	0.113
chr20	56721393	6205	234	55	60	26.517	0.113
chr19	47010169	6279	236	52	58	26.606	0.113
chr18	11886273	3570	178	36	38	20.056	0.113
chr17	6695955	4534	200	47	47	22.670	0.113
chr17	6148696	8109	268	58	82	30.257	0.113
chr17	3720494	5357	218	53	53	24.573	0.113
chr14	42175774	3572	178	39	41	20.067	0.113
chr1	42493009	6670	243	59	65	27.449	0.113
chr14	16088966	7910	265	65	73	29.849	0.113
chr12	63735840	6153	233	57	60	26.408	0.113
chr1	151590392	4971	210	47	48	23.671	0.113
chr10	81180800	3344	172	35	35	19.442	0.113
chr10	5140496	4660	203	48	48	22.956	0.113
chr9	82843968	2950	162	29	31	18.210	0.112
chr8	39967478	4668	204	42	42	22.882	0.112
chr7	86979102	5937	230	56	57	25.813	0.112
chr5	54933393	4359	197	41	41	22.127	0.112
chr5	16952113	5334	218	48	52	24.468	0.112
chr4	40540962	5077	213	47	50	23.836	0.112
chr4	20229654	4993	211	44	48	23.664	0.112
chr3	104971165	7653	261	64	76	29.322	0.112
chr2	92828713	5182	215	51	52	24.102	0.112
chr2	90381184	2597	152	25	25	17.086	0.112
chr2	74388390	9889	297	94	101	33.296	0.112
chr2	69662989	6556	242	53	59	27.091	0.112
chr26	15145082	4006	189	40	46	21.196	0.112
chr2	45832886	6464	240	60	61	26.933	0.112
chr24	26410825	5981	231	49	62	25.892	0.112
chr23	11563414	6856	247	60	62	27.757	0.112
chr22	31938779	3348	173	35	35	19.353	0.112
chr20	4989459	4383	198	41	41	22.136	0.112
chr17	14929214	6112	234	58	60	26.120	0.112
chr15	26138125	5456	221	48	52	24.688	0.112
chr1	43694787	6088	233	53	62	26.129	0.112
chr14	10271448	3385	174	32	32	19.454	0.112
chr11	71190086	9710	294	81	83	33.027	0.112
chr10	58097439	7086	252	59	64	28.119	0.112
chr10	100212045	9230	287	73	77	32.160	0.112
chr7	28682874	7739	264	69	76	29.314	0.111
chr6	113858997	6523	242	57	62	26.955	0.111
chr4	10841108	5686	226	55	56	25.159	0.111
chr29	28702317	3259	171	26	34	19.058	0.111
chr26	32792278	5808	229	56	56	25.362	0.111
chr2	62163920	6455	241	55	55	26.784	0.111
chr25	23265149	4575	203	43	44	22.537	0.111
chr25	17998798	6012	233	57	57	25.803	0.111
chr23	48623791	2804	159	25	27	17.635	0.111
chr22	15534059	11916	328	86	90	36.329	0.111
chr21	48483068	4479	201	45	46	22.284	0.111
chr21	34944988	6170	236	56	57	26.144	0.111
chr2	125426035	6944	250	72	73	27.776	0.111
chr19	49329110	7555	261	63	73	28.946	0.111
chr19	46552690	4623	204	39	41	22.662	0.111
chr19	26556278	5606	225	57	57	24.916	0.111
chr18	9328368	7450	259	58	68	28.764	0.111
chr17	14782321	3970	189	35	39	21.005	0.111
chr16	26613597	5671	226	49	52	25.093	0.111
chr13	75122712	4451	200	44	44	22.255	0.111
chr12	52960855	4109	192	39	39	21.401	0.111
chr12	50376021	3750	184	36	38	20.380	0.111
chr11	71623955	5464	222	50	50	24.613	0.111
chr10	46835159	4941	211	49	51	23.417	0.111
chr8	91086690	4453	201	44	45	22.154	0.110
chr8	55694694	4317	198	40	41	21.803	0.110
chr7	66254498	5891	231	50	50	25.502	0.110
chr6	43456452	6728	247	62	64	27.239	0.110
chr5	107362670	5413	222	55	57	24.383	0.110
chr5	104502657	4991	213	51	52	23.432	0.110
chr4	18967052	5703	228	49	56	25.013	0.110
chr3	84395414	5841	230	55	58	25.396	0.110
chr3	110902012	3847	187	38	39	20.572	0.110
chr29	28754013	3413	176	38	39	19.392	0.110
chr2	904064	5410	222	44	48	24.369	0.110
chr28	27168515	4970	213	49	49	23.333	0.110
chr28	15530654	5764	229	56	56	25.170	0.110
chr28	14091431	5069	215	48	48	23.577	0.110
chr27	12282517	6175	237	56	63	26.055	0.110
chr26	19263804	4044	192	39	39	21.062	0.110
chr24	57725811	8551	279	77	80	30.649	0.110
chr21	11613770	3962	190	39	42	20.853	0.110
chr2	106252458	3695	183	41	41	20.191	0.110
chr20	38892682	7354	259	66	67	28.394	0.110
chr1	99013560	7165	255	54	66	28.098	0.110
chr1	70100582	6006	234	53	59	25.667	0.110
chr1	65126748	4262	197	38	41	21.635	0.110
chr1	64445958	4917	211	48	48	23.303	0.110
chr15	66298094	4101	193	42	43	21.249	0.110
chr13	1799875	1483	116	18	18	12.784	0.110
chr1	1760112	8076	271	50	73	29.801	0.110
chr11	66864872	4299	198	43	44	21.712	0.110
chr11	31435519	6267	239	59	60	26.222	0.110
chr10	28781937	4649	206	45	46	22.568	0.110
chr9	65818035	4661	207	44	45	22.517	0.109
chr7	863879	5192	218	51	51	23.817	0.109
chr7	61657612	4958	213	46	49	23.277	0.109
chr6	68546211	8306	276	63	74	30.094	0.109
chr6	29082582	6533	245	57	61	26.665	0.109
chr5	26661042	7670	265	60	68	28.943	0.109
chr3	80889107	4993	214	47	49	23.332	0.109
chr3	44364190	4780	209	43	43	22.871	0.109
chr3	100736590	9097	289	78	80	31.478	0.109
chr29	15819912	5304	221	48	49	24.000	0.109
chr28	5913225	5916	233	55	56	25.391	0.109
chr28	32605038	7168	256	68	70	28.000	0.109
chr2	7958491	4953	213	45	50	23.254	0.109
chr27	7593355	4067	193	37	39	21.073	0.109
chr26	23920912	5167	218	50	50	23.702	0.109
chr26	14755038	9713	298	78	87	32.594	0.109
chr25	33314089	4343	200	37	42	21.715	0.109
chr25	3055649	3606	182	38	38	19.813	0.109
chr23	5598042	5983	234	51	54	25.568	0.109
chr23	28792686	7834	268	74	77	29.231	0.109
chr20	7351731	4997	214	49	51	23.350	0.109
chr1	94860835	5027	215	48	50	23.381	0.109
chr1	48425886	6590	246	58	63	26.789	0.109
chr13	28331552	2996	166	28	28	18.048	0.109
chr13	25681326	3562	181	41	42	19.680	0.109
chr11	37228324	7458	261	63	66	28.575	0.109
chr8	34827815	3727	186	37	37	20.038	0.108
chr8	104383990	7610	266	61	68	28.609	0.108
chr7	99085298	4153	196	42	42	21.189	0.108
chr7	79624429	3523	181	31	33	19.464	0.108
chr7	41207143	5325	222	46	51	23.986	0.108
chr6	62119748	7554	264	64	68	28.614	0.108
chr5	80194436	5698	230	47	47	24.774	0.108
chr5	25699751	4207	197	36	39	21.355	0.108
chr4	4258235	4758	210	43	49	22.657	0.108
chr3	76118882	6924	253	62	64	27.368	0.108
chr26	36378788	4515	204	44	47	22.132	0.108
chr26	29107701	2915	164	30	30	17.774	0.108
chr20	7725079	3987	192	42	42	20.766	0.108
chr19	44958956	4548	205	37	44	22.185	0.108
chr19	28204744	5887	234	49	56	25.158	0.108
chr18	50160560	7841	270	79	80	29.041	0.108
chr14	47823468	6178	239	56	56	25.849	0.108
chr14	18408274	4708	209	46	50	22.526	0.108
chr13	20457509	8054	273	68	72	29.502	0.108
chr11	43472271	5768	231	52	53	24.970	0.108
chr11	13572965	5399	224	50	51	24.103	0.108
chr1	105477613	3897	190	37	37	20.511	0.108
chr10	72339725	5145	218	41	47	23.601	0.108
chr10	48926751	4221	198	37	40	21.318	0.108
chr9	14194505	3998	193	38	39	20.715	0.107
chr8	94531923	6501	247	50	64	26.320	0.107
chr8	78850677	3575	183	34	34	19.536	0.107
chr8	73881693	10046	306	80	87	32.830	0.107
chr8	55084724	5851	234	57	59	25.004	0.107
chr8	43890713	4097	196	34	40	20.903	0.107
chr4	55313700	3982	193	41	41	20.632	0.107
chr29	21718055	4357	202	37	43	21.569	0.107
chr28	1060715	10774	317	97	107	33.987	0.107
chr27	8689041	4104	196	25	42	20.939	0.107
chr27	3323198	4439	204	39	43	21.760	0.107
chr26	37527869	4659	209	47	48	22.292	0.107
chr26	26124235	5653	230	50	50	24.578	0.107
chr24	36902072	3910	191	32	41	20.471	0.107
chr24	2466720	3596	183	22	39	19.650	0.107
chr23	14981934	6513	247	53	62	26.368	0.107
chr22	49479050	5588	228	53	53	24.509	0.107
chr22	26355257	4745	211	46	47	22.488	0.107
chr22	1960758	6621	249	57	63	26.590	0.107
chr20	28803513	5944	236	55	56	25.186	0.107
chr1	82725823	6764	251	61	61	26.948	0.107
chr17	52778194	5417	225	41	56	24.076	0.107
chr16	80560293	3859	190	34	39	20.311	0.107
chr1	63127375	5292	222	44	53	23.838	0.107
chr15	52165986	3289	175	34	34	18.794	0.107
chr14	45711330	5771	232	57	58	24.875	0.107
chr14	31197592	4731	210	47	48	22.529	0.107
chr1	42142032	6465	246	56	60	26.280	0.107
chr14	16109985	6585	248	58	59	26.552	0.107
chr1	41379299	4635	208	41	43	22.284	0.107
chr13	6880071	6257	242	57	57	25.855	0.107
chr12	60568355	2088	140	23	24	14.914	0.107
chr12	29031333	8244	277	65	79	29.762	0.107
chr1	20084514	5885	234	58	58	25.150	0.107
chr11	97092756	5233	221	45	51	23.679	0.107
chr10	16191687	4220	199	39	40	21.206	0.107
chr8	38518603	6120	240	54	56	25.500	0.106
chr8	107821439	3216	174	32	32	18.483	0.106
chr7	81570646	5072	219	44	45	23.160	0.106
chr7	71038039	3604	184	35	37	19.587	0.106
chr7	27148652	3500	182	37	37	19.231	0.106
chr6	91840238	4436	205	42	44	21.639	0.106
chr6	27886124	6855	254	61	62	26.988	0.106
chr5	65597775	6332	244	51	54	25.951	0.106
chr5	104426050	4846	214	44	50	22.645	0.106
chr3	65600036	4550	207	36	44	21.981	0.106
chr3	2108534	4700	211	44	44	22.275	0.106
chr29	11731536	10610	317	90	93	33.470	0.106
chr25	173461	4902	215	45	50	22.800	0.106
chr25	16751284	4406	204	40	44	21.598	0.106
chr24	28175884	4684	210	42	46	22.305	0.106
chr23	21584167	3385	179	33	34	18.911	0.106
chr2	24472769	5168	221	51	51	23.385	0.106
chr2	21448854	5370	225	56	57	23.867	0.106
chr2	20212417	5001	217	51	53	23.046	0.106
chr21	19291708	3938	193	36	38	20.404	0.106
chr20	38397255	9341	297	73	89	31.451	0.106
chr20	29285309	5062	219	48	49	23.114	0.106
chr19	61630609	5900	236	54	56	25.000	0.106
chr18	46611337	5755	233	55	55	24.700	0.106
chr1	82292402	4419	204	41	43	21.662	0.106
chr1	64955928	7647	269	78	80	28.428	0.106
chr1	63098615	4055	196	33	37	20.689	0.106
chr1	60254736	2880	165	30	30	17.455	0.106
chr1	53630188	4828	213	37	42	22.667	0.106
chr14	54323857	3625	185	37	37	19.595	0.106
chr13	68626955	6372	245	58	61	26.008	0.106
chr13	62881876	3758	188	30	39	19.989	0.106
chr1	3628011	4171	198	41	41	21.066	0.106
chr13	27337366	5490	228	49	49	24.079	0.106
chr11	69666878	4757	212	42	43	22.439	0.106
chr11	102105340	9050	292	72	78	30.993	0.106
chr10	83093526	5703	232	45	56	24.582	0.106
chr10	74818050	5538	229	51	51	24.183	0.106
chr8	86718127	3628	186	37	37	19.505	0.105
chr8	39932027	3846	191	36	37	20.136	0.105
chr8	39475459	6934	257	57	66	26.981	0.105
chr7	78307527	3390	180	31	31	18.833	0.105
chr7	66450038	5713	233	53	55	24.519	0.105
chr7	41956060	5279	224	52	54	23.567	0.105
chr6	73057108	6662	252	52	68	26.437	0.105
chr5	33981124	2960	168	29	30	17.619	0.105
chr5	28695065	6816	255	52	66	26.729	0.105
chr5	106930294	1976	137	22	23	14.423	0.105
chr4	54145658	5412	227	48	51	23.841	0.105
chr4	111094912	4211	200	40	41	21.055	0.105
chr3	87669012	5631	232	53	56	24.272	0.105
chr3	86762501	3836	191	35	37	20.084	0.105
chr2	79179254	5579	230	52	54	24.257	0.105
chr27	34978040	4187	200	39	40	20.935	0.105
chr26	12972132	5452	228	48	48	23.912	0.105
chr26	10397361	6550	250	62	62	26.200	0.105
chr25	7415255	5102	220	50	51	23.191	0.105
chr2	121432373	5914	237	61	61	24.954	0.105
chr20	20256130	6325	246	64	64	25.711	0.105
chr18	4986491	3716	188	41	41	19.766	0.105
chr18	46915672	3873	192	38	40	20.172	0.105
chr18	19037362	3300	177	32	34	18.644	0.105
chr18	11148072	4105	198	39	43	20.732	0.105
chr1	78826925	5503	229	50	56	24.031	0.105
chr17	70728194	5592	231	57	58	24.208	0.105
chr17	69210928	6120	242	58	59	25.289	0.105
chr17	14080530	7737	271	68	70	28.550	0.105
chr16	47239476	5011	218	48	48	22.986	0.105
chr1	55784221	5793	235	51	52	24.651	0.105
chr1	55359041	4225	201	45	45	21.020	0.105
chr15	3600479	9447	300	89	89	31.490	0.105
chr12	78750519	4551	208	42	42	21.880	0.105
chr11	80922709	6228	244	55	61	25.525	0.105
chr11	44019481	6900	256	66	66	26.953	0.105
chr1	138583182	7042	259	58	66	27.189	0.105
chr10	2335937	6378	247	56	56	25.822	0.105
chr7	65098027	2976	169	26	30	17.609	0.104
chr7	23937258	4406	206	43	43	21.388	0.104
chr6	17416095	4888	217	40	48	22.525	0.104
chr6	102708393	3759	190	37	38	19.784	0.104
chr3	111639311	7657	271	71	71	28.255	0.104
chr27	19264397	6068	242	54	55	25.074	0.104
chr25	840142	3978	196	39	42	20.296	0.104
chr24	32621854	6975	259	71	73	26.931	0.104
chr2	38980524	6011	240	51	56	25.046	0.104
chr22	9620606	7636	271	67	69	28.177	0.104
chr20	8395834	5024	220	48	50	22.836	0.104
chr20	11510148	5518	230	53	55	23.991	0.104
chr19	37699960	4965	219	51	52	22.671	0.104
chr1	83110582	4769	214	40	41	22.285	0.104
chr16	77563833	6092	242	60	61	25.174	0.104
chr1	66188526	10577	319	82	90	33.157	0.104
chr1	62742179	5563	231	48	54	24.082	0.104
chr15	73762206	3555	185	26	36	19.216	0.104
chr15	32944078	4564	209	36	49	21.837	0.104
chr15	12975035	4066	198	38	41	20.535	0.104
chr14	33309893	5194	224	47	47	23.187	0.104
chr12	69216839	3824	192	39	39	19.917	0.104
chr12	47985471	2792	164	27	28	17.024	0.104
chr11	77159422	5573	231	53	53	24.126	0.104
chr1	157239610	2669	160	29	30	16.681	0.104
